user_id_id	last_sub	total_points	rank	tries
google-oauth2|106214444410149801088	2017-09-25 15:51:38.625733	100	15	170170
google-oauth2|106236282122757308072	2017-10-01 15:06:30.401085	0	463	510510
google-oauth2|106237509295625376466	2017-09-27 05:28:28.108535	0	265	510510
google-oauth2|106268640376220910363	2017-09-25 13:56:13.194616	0	70	510510
google-oauth2|106337106203899476327	2017-09-27 03:40:28.034053	0	260	510510
google-oauth2|106429241876459266702	2017-10-02 14:57:17.457273	0	488	510510
google-oauth2|106452161808056875733	2017-09-25 14:52:56.645881	0	102	510510
google-oauth2|106474497826276742380	2017-10-03 16:26:31.537638	0	525	510510
google-oauth2|106482094347102216352	2017-09-29 15:39:22.048206	0	406	510510
google-oauth2|106499056584256034295	2017-10-04 15:26:04.440106	0	553	510510
google-oauth2|106515502685648961796	2017-09-25 15:55:43.768254	100	16	170170
google-oauth2|106557358535791560995	2017-09-25 13:24:59.944969	0	47	510510
google-oauth2|106622899845392881416	2017-10-01 08:29:33.879691	0	452	510510
google-oauth2|106633203491215045728	2017-09-26 14:04:29.020714	0	224	510510
google-oauth2|106663936595696939806	2017-09-30 14:27:52.776509	0	437	510510
google-oauth2|106707751064269941142	2017-09-25 15:49:13.842741	0	131	510510
google-oauth2|106727144076572801676	2017-09-28 14:42:05.548099	0	350	510510
google-oauth2|106751257415183104265	2017-09-27 09:35:40.520374	0	272	510510
google-oauth2|106842464114290200793	2017-09-25 17:08:30.869918	0	151	510510
google-oauth2|106873246590281503504	2017-09-26 13:16:53.405284	0	215	510510
google-oauth2|106913444643339025165	2017-09-25 13:30:36.213042	0	53	510510
google-oauth2|106917583863290634223	2017-09-25 16:14:36.585229	0	138	510510
google-oauth2|106923538436570908206	2017-10-01 16:06:26.752007	0	468	510510
google-oauth2|106927434642533840348	2017-09-27 13:30:38.595021	0	282	510510
google-oauth2|106952499489507960100	2017-10-04 14:59:07.472305	0	551	510510
google-oauth2|106971896731546619607	2017-09-25 18:13:35.324899	0	162	510510
google-oauth2|107015526842580764190	2017-10-02 11:42:50.072392	0	482	510510
google-oauth2|107069485718688772042	2017-09-25 15:13:28.711886	400	3	3570
google-oauth2|107073836285766207328	2017-09-30 15:22:30.654349	0	442	510510
google-oauth2|107124452562803698175	2017-09-28 14:57:15.449337	0	353	510510
google-oauth2|107143435273318087110	2017-09-26 13:01:26.381378	0	214	510510
google-oauth2|107192916731147505988	2017-09-25 14:02:20.505652	0	74	510510
google-oauth2|107233881985231797876	2017-09-25 15:45:02.750328	0	128	510510
google-oauth2|107253135837476060857	2017-09-28 13:00:40.622375	0	341	510510
google-oauth2|107253621648013295676	2017-09-30 05:37:58.664441	0	418	510510
google-oauth2|107254106236041914054	2017-09-25 14:51:10.341368	100	13	170170
google-oauth2|107255006478164325746	2017-10-01 15:40:41.076013	0	466	510510
google-oauth2|107264260135103761299	2017-09-28 17:08:29.842112	0	360	510510
google-oauth2|107287923574152770174	2017-10-04 08:40:05.617388	0	537	510510
google-oauth2|107380434447756501545	2017-09-25 14:39:11.785343	0	94	510510
google-oauth2|107410845678383011346	2017-09-25 19:36:03.954484	0	174	510510
google-oauth2|107423396120353943989	2017-09-28 14:51:29.047238	0	351	510510
google-oauth2|107563655779060713804	2017-10-06 11:08:31.446194	0	587	510510
google-oauth2|107577415995498921518	2017-10-05 11:58:24.403556	0	579	510510
google-oauth2|107671478535334453857	2017-09-25 14:02:31.629129	0	75	510510
google-oauth2|107693688496553968823	2017-09-30 16:15:18.908354	0	443	510510
google-oauth2|107700899914241538529	2017-09-25 16:37:28.636433	0	143	510510
google-oauth2|107744059093463355964	2017-09-26 17:16:46.515804	0	247	510510
google-oauth2|107825713251307364793	2017-10-04 16:26:44.412011	0	562	510510
google-oauth2|107831871839701910621	2017-09-29 07:55:15.890221	0	383	510510
google-oauth2|107844975781733903611	2017-10-05 09:46:09.331625	0	576	510510
google-oauth2|107960814239041920485	2017-10-03 04:34:47.997752	0	506	510510
google-oauth2|108030864280148474702	2017-09-26 17:55:51.206896	0	251	510510
google-oauth2|108055553627512425782	2017-10-06 03:52:03.745239	0	584	510510
google-oauth2|108160474356034653809	2017-09-25 16:36:23.934912	100	21	170170
google-oauth2|108193472923842399300	2017-09-30 17:30:34.865173	0	445	510510
google-oauth2|108292501913728979844	2017-09-28 12:37:15.587890	0	338	510510
google-oauth2|108329385474432084117	2017-09-28 15:18:55.721973	0	354	510510
google-oauth2|108337840302498232244	2017-09-28 05:49:32.330874	0	328	510510
google-oauth2|108405214959006723378	2017-09-25 15:00:30.748742	0	108	510510
google-oauth2|108436402164240801222	2017-09-26 15:37:15.453307	0	236	510510
google-oauth2|108490228817210876814	2017-09-29 06:37:37.198191	0	378	510510
google-oauth2|108502713691970483379	2017-09-29 16:02:29.273322	0	409	510510
google-oauth2|108510012076215374254	2017-09-29 09:12:26.752156	0	386	510510
google-oauth2|108599885968408452626	2017-09-30 17:53:23.389762	0	446	510510
google-oauth2|108714689151945015098	2017-09-25 14:13:17.701653	0	82	510510
google-oauth2|108768143441898416829	2017-09-30 05:50:19.988860	0	419	510510
google-oauth2|108803460168671672911	2017-10-06 09:21:01.293417	0	586	510510
google-oauth2|108948090193481477914	2017-09-26 16:34:18.098287	0	243	510510
google-oauth2|108970236781205954569	2017-09-30 04:09:16.218260	0	417	510510
google-oauth2|109066304918187817757	2017-09-29 06:57:36.145914	0	379	510510
google-oauth2|109087003362318749276	2017-10-03 18:02:00.425947	0	530	510510
google-oauth2|109140866563481513631	2017-09-26 14:39:55.379112	0	230	510510
google-oauth2|109175685634865290766	2017-09-25 15:31:26.465326	0	123	510510
google-oauth2|109326397294350413313	2017-09-26 19:30:09.205359	0	255	510510
google-oauth2|109354645790300860125	2017-10-03 19:08:59.437988	0	531	510510
google-oauth2|109355694655513052148	2017-09-26 12:29:29.245339	0	211	510510
google-oauth2|109366980684085346439	2017-10-04 10:44:02.230994	0	543	510510
google-oauth2|109390722201924243436	2017-09-27 13:06:07.920020	0	279	510510
google-oauth2|109440675549195813316	2017-09-30 07:16:38.221598	0	424	510510
google-oauth2|109496493426905548322	2017-10-02 10:32:12.907980	100	46	170170
google-oauth2|109536241687864962478	2017-09-29 08:26:50.392532	0	385	510510
google-oauth2|109558797927239470153	2017-10-04 09:09:42.347238	0	540	510510
google-oauth2|109589383086155443384	2017-10-06 13:56:46.921762	0	588	510510
google-oauth2|109742179411941082890	2017-09-25 16:07:18.220001	0	136	510510
google-oauth2|109778665174307704235	2017-09-25 15:07:24.154282	0	113	510510
google-oauth2|109865700993086760843	2017-09-26 15:07:24.835657	0	235	510510
google-oauth2|109870831328153911119	2017-10-03 14:38:03.675580	0	520	510510
google-oauth2|109884318362860487398	2017-09-30 06:33:12.757093	0	423	510510
google-oauth2|109907823823222729218	2017-10-03 15:10:41.914306	0	521	510510
google-oauth2|109953953046243907697	2017-10-02 07:11:41.782239	0	477	510510
google-oauth2|109963024375147409453	2017-09-25 14:10:21.315847	0	80	510510
google-oauth2|109972832435770098515	2017-10-07 02:45:22.880619	0	590	510510
google-oauth2|109973669992604714989	2017-09-25 14:49:48.028135	0	101	510510
google-oauth2|109991189339722424706	2017-09-25 14:25:29.972954	0	87	510510
google-oauth2|110005896850170424619	2017-09-28 14:14:39.609786	0	346	510510
google-oauth2|110065002951471712467	2017-09-25 14:32:29.671868	0	88	510510
google-oauth2|110127775342670394268	2017-09-30 06:13:00.657501	0	421	510510
google-oauth2|110153599982933936033	2017-09-25 15:46:03.784125	0	130	510510
google-oauth2|110158584889708846499	2017-09-26 12:57:57.295000	0	212	510510
google-oauth2|110163023860495585005	2017-09-27 13:48:32.522983	0	285	510510
google-oauth2|110223288939910451512	2017-09-25 17:56:45.604024	0	161	510510
google-oauth2|110233468017827410958	2017-09-25 16:03:49.606169	0	132	510510
google-oauth2|110235039140342514500	2017-09-29 07:23:51.040295	0	382	510510
google-oauth2|110289506013550918174	2017-09-26 04:54:31.080530	0	188	510510
google-oauth2|110321157000467986068	2017-09-25 14:44:18.970218	0	97	510510
google-oauth2|110333542952833555093	2017-09-27 04:04:38.284064	0	261	510510
google-oauth2|110364259024916179115	2017-09-25 13:52:09.492355	0	63	510510
google-oauth2|110367125192088853614	2017-09-27 05:59:43.498779	0	266	510510
google-oauth2|110394400316524271506	2017-09-26 13:52:02.716204	0	222	510510
google-oauth2|110394829222543592385	2017-09-30 13:31:57.863140	0	433	510510
google-oauth2|110444249015066463076	2017-10-02 15:51:32.104146	0	492	510510
google-oauth2|110467877628908449853	2017-09-26 15:56:06.893827	0	240	510510
google-oauth2|110477343037645147452	2017-09-29 03:35:06.212859	0	370	510510
google-oauth2|110530265137027393216	2017-10-01 15:54:55.303175	0	467	510510
google-oauth2|110571427325336548605	2017-09-29 13:37:29.310659	0	397	510510
google-oauth2|110575770545397477206	2017-10-03 02:30:11.465305	0	503	510510
google-oauth2|110684826656240888061	2017-09-25 14:37:44.956119	0	93	510510
google-oauth2|110726984165344953641	2017-09-29 03:57:16.179152	0	373	510510
google-oauth2|110737000134162275984	2017-10-01 14:33:13.070811	0	459	510510
google-oauth2|110751809685449299775	2017-09-29 02:36:44.035654	0	368	510510
google-oauth2|110852300275850345000	2017-09-26 02:29:20.902550	450	2	2618
google-oauth2|110856051876268908144	2017-10-08 10:11:36.083165	0	599	510510
google-oauth2|110906836466953865513	2017-09-25 14:41:59.676449	0	95	510510
google-oauth2|110934652271997954955	2017-09-29 06:05:18.485815	0	377	510510
google-oauth2|111025689194474289867	2017-09-25 18:44:27.990157	0	168	510510
google-oauth2|111157536737964316005	2017-09-26 14:27:26.181552	0	227	510510
google-oauth2|111275076163792442813	2017-09-26 15:55:54.957843	0	239	510510
google-oauth2|111300987295622418174	2017-09-30 13:54:35.368053	0	435	510510
google-oauth2|111318922611400569194	2017-10-02 18:29:47.743321	0	501	510510
google-oauth2|111331887238000845031	2017-09-27 12:55:56.561029	0	278	510510
google-oauth2|111332935836464515469	2017-10-01 15:14:14.207803	0	464	510510
google-oauth2|111452142678946652823	2017-09-25 19:40:11.136837	0	175	510510
google-oauth2|111516698283128380686	2017-09-29 11:19:15.245924	100	40	170170
google-oauth2|111517159153270952013	2017-09-26 17:12:32.648166	0	246	510510
google-oauth2|111520580251227409943	2017-10-03 16:42:05.730494	0	526	510510
google-oauth2|111571707779694599450	2017-09-25 17:48:56.217538	0	158	510510
google-oauth2|111653128260154597991	2017-09-29 11:10:49.595594	0	392	510510
google-oauth2|111653521261554155206	2017-10-02 07:29:03.834843	0	478	510510
google-oauth2|111692729108780036840	2017-10-03 16:06:09.682835	0	522	510510
google-oauth2|111701560616708685069	2017-09-25 14:04:45.786193	0	77	510510
google-oauth2|111871303707628425754	2017-09-25 13:25:28.338154	0	48	510510
google-oauth2|111908365483101011282	2017-10-01 11:02:43.106926	0	454	510510
google-oauth2|111925236895684653582	2017-10-01 03:15:18.887636	0	449	510510
google-oauth2|111975675172008051259	2017-09-29 03:00:44.598851	0	369	510510
google-oauth2|112050958059944044126	2017-09-28 15:43:28.087432	0	356	510510
google-oauth2|112073867540075016828	2017-09-30 06:15:25.683297	0	422	510510
google-oauth2|112082258333744980347	2017-09-27 17:15:53.417670	100	36	170170
google-oauth2|112143018163623699823	2017-09-28 16:06:58.107929	0	358	510510
google-oauth2|112178826582270519524	2017-09-27 09:45:30.891633	0	273	510510
google-oauth2|112217349260300486660	2017-10-05 01:06:06.131368	0	568	510510
google-oauth2|112220172134555480281	2017-09-25 16:16:09.654476	100	19	170170
google-oauth2|112231050456525524102	2017-09-25 14:23:01.812328	100	12	170170
google-oauth2|112314895979990583898	2017-09-28 13:28:03.093036	0	342	510510
google-oauth2|112351354635604054820	2017-10-04 12:41:57.623414	0	547	510510
google-oauth2|112460781618427730811	2017-09-29 02:08:37.775296	0	367	510510
google-oauth2|112472048529497417686	2017-09-27 15:29:12.419155	0	292	510510
google-oauth2|112570616795301578001	2017-09-26 16:57:34.336892	0	245	510510
google-oauth2|112573615098138349513	2017-09-28 08:00:15.551961	0	332	510510
google-oauth2|112620196025794382197	2017-10-04 15:35:02.455922	0	556	510510
google-oauth2|112639557434699737630	2017-10-02 05:08:06.334566	0	474	510510
google-oauth2|112712029786274349642	2017-09-26 18:04:36.953132	0	252	510510
google-oauth2|112718375775048344192	2017-10-04 09:07:28.895529	0	539	510510
google-oauth2|112757806365131848265	2017-09-28 03:13:13.418214	0	325	510510
google-oauth2|112874035344976088340	2017-09-29 10:38:24.881976	100	39	170170
google-oauth2|112897581354464444334	2017-10-03 13:00:25.669695	0	516	510510
google-oauth2|112923760113215862965	2017-09-25 13:52:31.735807	100	7	170170
google-oauth2|112984761912843648521	2017-10-02 15:55:39.705560	0	493	510510
google-oauth2|113089449694314311344	2017-10-03 14:23:06.166702	0	519	510510
google-oauth2|113110880808968369252	2017-10-03 11:05:23.433929	0	510	510510
google-oauth2|113123280855663534376	2017-09-25 13:56:05.421473	0	68	510510
google-oauth2|113124171683846668436	2017-09-29 05:41:28.288452	0	375	510510
google-oauth2|113161725751118347044	2017-09-27 12:01:55.420734	0	275	510510
google-oauth2|113216336821980539552	2017-09-26 13:52:28.209586	0	223	510510
google-oauth2|113351647384061339470	2017-10-02 14:49:34.723688	0	486	510510
google-oauth2|113434401115554776307	2017-09-25 14:56:28.589052	0	105	510510
google-oauth2|113477949777977888713	2017-10-05 03:17:38.890342	0	569	510510
google-oauth2|113582320543463111123	2017-10-04 05:53:31.620838	0	534	510510
google-oauth2|113588273628450336263	2017-10-04 11:34:46.022132	0	546	510510
google-oauth2|113723160611881719959	2017-09-25 17:15:51.201818	0	155	510510
google-oauth2|113725041336330443653	2017-09-29 05:55:02.829485	0	376	510510
google-oauth2|113812981742999151910	2017-09-25 14:58:02.797304	0	106	510510
google-oauth2|113876414339430417198	2017-10-05 16:28:24.174566	0	581	510510
google-oauth2|113930783497769197151	2017-09-28 14:06:04.567484	0	344	510510
google-oauth2|114030966015091292230	2017-09-28 15:50:15.191296	0	357	510510
google-oauth2|114052754585673127718	2017-09-26 15:03:39.816457	0	234	510510
google-oauth2|114066060314721820089	2017-09-25 15:12:37.422731	0	116	510510
google-oauth2|114122770799934176010	2017-09-30 15:18:48.819567	0	440	510510
google-oauth2|114129409343676579234	2017-10-05 06:15:37.648880	0	573	510510
google-oauth2|114171016035159940479	2017-10-02 15:25:06.687202	0	491	510510
google-oauth2|114174069045820292968	2017-09-26 04:16:29.438211	0	184	510510
google-oauth2|114179979977189921411	2017-09-25 15:15:32.188601	0	118	510510
google-oauth2|114198488962500767161	2017-09-28 02:35:53.441431	0	324	510510
google-oauth2|114204686394455608653	2017-09-25 20:41:39.145089	0	176	510510
google-oauth2|114272465170563065288	2017-09-28 08:34:09.914657	0	333	510510
google-oauth2|114279770343383112792	2017-09-25 16:39:29.031548	0	145	510510
google-oauth2|114368310113882340587	2017-09-25 15:43:02.707591	0	127	510510
google-oauth2|114389064971792560541	2017-09-25 13:36:35.889634	0	57	510510
google-oauth2|114397205281081224770	2017-09-28 12:47:30.119305	0	339	510510
google-oauth2|114404115922199180497	2017-09-27 15:41:17.430998	0	294	510510
google-oauth2|114441485450719270279	2017-09-25 14:00:54.907594	100	8	170170
google-oauth2|114457310376837913515	2017-09-29 12:55:11.651833	0	396	510510
google-oauth2|114503281330969511560	2017-09-29 10:03:03.984104	100	38	170170
google-oauth2|114618471590959979589	2017-09-26 12:12:18.123912	0	210	510510
google-oauth2|114627003848479132429	2017-10-03 09:41:17.357530	0	508	510510
google-oauth2|114635006521011864517	2017-09-28 00:52:36.534108	0	317	510510
google-oauth2|114644778227983654022	2017-09-25 15:06:04.308253	0	112	510510
google-oauth2|114659396690461781993	2017-09-27 14:54:24.048948	0	289	510510
google-oauth2|114704661383440879654	2017-10-01 14:51:58.511422	0	462	510510
google-oauth2|114708236093254680275	2017-09-29 07:57:57.889003	0	384	510510
google-oauth2|114754885227316901725	2017-10-11 11:54:23.222462	0	602	510510
google-oauth2|114755994118483032014	2017-09-27 17:40:43.726561	0	311	510510
google-oauth2|114812643273616014842	2017-09-25 16:56:22.605850	100	22	170170
google-oauth2|114813027285069261104	2017-09-27 14:15:22.386133	0	286	510510
google-oauth2|114816617098711334610	2017-09-29 14:29:45.406466	100	41	170170
google-oauth2|114877833595305511188	2017-09-28 01:08:49.728848	0	318	510510
google-oauth2|114919717289423000596	2017-09-28 14:24:03.652130	0	347	510510
google-oauth2|115007653054157853264	2017-09-25 16:29:12.256526	0	142	510510
google-oauth2|115079653648741136044	2017-09-26 15:02:18.305866	0	233	510510
google-oauth2|115085909658529649751	2017-10-01 12:55:52.690084	0	456	510510
google-oauth2|115101148830181259947	2017-10-04 16:08:27.923120	0	560	510510
google-oauth2|115238447020371115927	2017-09-27 17:43:55.683807	0	312	510510
google-oauth2|115271007663802809877	2017-09-27 14:00:35.943977	100	35	170170
google-oauth2|115378516374691140855	2017-09-26 12:59:55.366896	0	213	510510
google-oauth2|115386129832330909882	2017-09-25 14:35:08.887916	0	91	510510
google-oauth2|115497012159088309196	2017-09-28 06:24:40.561599	0	329	510510
google-oauth2|115509141224278284983	2017-10-03 12:45:55.320467	0	515	510510
google-oauth2|115540839053860382324	2017-10-02 04:24:52.968533	0	473	510510
google-oauth2|115607246119281364782	2017-09-26 15:55:21.135866	0	238	510510
google-oauth2|115632883269080835286	2017-09-29 15:53:50.978161	0	408	510510
google-oauth2|115691146676659418693	2017-09-29 07:22:34.003537	0	381	510510
google-oauth2|115756355511515902020	2017-09-25 19:28:15.134510	0	173	510510
google-oauth2|115851446302450544224	2017-09-27 15:59:10.437210	0	299	510510
google-oauth2|115883032134144522797	2017-09-30 13:50:15.737763	0	434	510510
google-oauth2|115910287821704414531	2017-09-25 15:29:55.570760	0	121	510510
google-oauth2|115923752907818970596	2017-09-25 14:44:33.914270	0	98	510510
google-oauth2|115946872691430584152	2017-09-30 01:50:47.067041	0	414	510510
google-oauth2|115986231720550665357	2017-09-25 17:09:54.259088	0	152	510510
google-oauth2|116025271981399639359	2017-10-04 15:41:25.453884	0	558	510510
google-oauth2|116048271378627083356	2017-09-26 07:58:31.177754	0	196	510510
google-oauth2|116100410756306626930	2017-09-26 11:13:53.396853	0	205	510510
google-oauth2|116109846786190631355	2017-10-16 07:51:53.229272	0	607	510510
google-oauth2|116152650798804839503	2017-09-30 17:59:20.602451	0	447	510510
google-oauth2|116169834855354564583	2017-09-29 15:26:36.513198	0	405	510510
google-oauth2|116263042435947208468	2017-09-25 23:35:40.794535	0	177	510510
google-oauth2|116271296250410455536	2017-09-25 14:02:48.079952	0	76	510510
google-oauth2|116432233675367715112	2017-10-06 06:55:06.071481	0	585	510510
google-oauth2|116460069539081510120	2017-09-25 14:36:41.686196	0	92	510510
google-oauth2|116492613278047830150	2017-09-25 13:31:37.819606	0	55	510510
google-oauth2|116529479190844073932	2017-09-25 14:58:00.623117	100	14	170170
google-oauth2|116547336106713902124	2017-09-26 13:45:30.187079	0	221	510510
google-oauth2|116550974780495230743	2017-09-28 07:52:14.581016	0	331	510510
google-oauth2|116608693501419053516	2017-09-29 03:40:51.653467	0	371	510510
google-oauth2|116644402140206887833	2017-10-04 14:38:08.303692	0	550	510510
google-oauth2|116739592701726269240	2017-09-25 17:04:21.879134	100	24	170170
google-oauth2|116754073232929711080	2017-09-26 04:53:51.005330	0	187	510510
google-oauth2|116811781644792456116	2017-10-05 04:33:26.574880	0	571	510510
google-oauth2|116832486390107611331	2017-09-25 15:37:54.396955	0	126	510510
google-oauth2|116862466363350915338	2017-09-25 13:49:36.467292	0	61	510510
google-oauth2|116908483543210825890	2017-10-04 15:38:32.929883	0	557	510510
google-oauth2|116945412477311558386	2017-09-25 16:03:07.416263	100	17	170170
google-oauth2|116950333111642467515	2017-09-25 16:37:43.288636	0	144	510510
google-oauth2|117163175470481071354	2017-09-25 15:19:08.120157	0	119	510510
google-oauth2|117224541518799260658	2017-09-29 07:16:49.416752	0	380	510510
google-oauth2|117229230966412547403	2017-09-27 01:59:49.220560	0	258	510510
google-oauth2|117236654685943324289	2017-09-27 07:22:41.965487	0	267	510510
google-oauth2|117350029481533331143	2017-10-07 17:52:58.172846	0	594	510510
google-oauth2|117367478280225234230	2017-10-04 14:25:31.897191	0	549	510510
google-oauth2|117391068931370400895	2017-09-27 15:17:47.741418	0	291	510510
google-oauth2|117474711247734016176	2017-09-28 09:48:03.497868	0	335	510510
google-oauth2|117512447210363186480	2017-09-25 13:28:21.607420	0	51	510510
google-oauth2|117552907562528569798	2017-10-03 17:32:36.249035	0	529	510510
google-oauth2|117588839355357061258	2017-09-28 05:17:08.318838	0	326	510510
google-oauth2|117626688807558935691	2017-09-25 15:13:13.361020	0	117	510510
google-oauth2|117682663535964347189	2017-09-25 17:51:06.121295	0	160	510510
google-oauth2|117742992769099749704	2017-10-02 10:16:32.109585	100	45	170170
google-oauth2|117769635660126937869	2017-09-29 10:43:30.353128	0	390	510510
google-oauth2|117917833661851731629	2017-09-25 16:58:06.209401	0	150	510510
google-oauth2|117932088149390283935	2017-09-25 16:11:00.938424	100	18	170170
google-oauth2|117946513963085488546	2017-10-05 07:45:53.941233	0	574	510510
google-oauth2|117988849178727950840	2017-09-29 03:54:34.681326	0	372	510510
google-oauth2|118036751580437075253	2017-09-28 12:20:46.180299	0	337	510510
google-oauth2|118053284721398976495	2017-09-28 01:53:40.895216	0	322	510510
google-oauth2|118058810793572531919	2017-09-30 02:52:54.753049	0	415	510510
google-oauth2|118173614797401437956	2017-09-27 16:25:39.627632	0	306	510510
google-oauth2|118207587035769328897	2017-09-27 12:23:18.031063	0	276	510510
google-oauth2|118233520944352164912	2017-09-26 04:10:11.411922	0	183	510510
google-oauth2|118238705232396623404	2017-10-05 14:18:36.578533	0	580	510510
google-oauth2|118247153448111370151	2017-09-25 13:57:58.197125	0	71	510510
google-oauth2|118278334399415270694	2017-10-04 17:13:24.281092	0	565	510510
google-oauth2|118328812544743938837	2017-10-07 08:18:08.686925	0	593	510510
google-oauth2|118336564772950563707	2017-10-08 03:58:42.905254	0	595	510510
google-oauth2|118388270365538450911	2017-09-26 02:03:52.756639	0	180	510510
